Distritos;Percentil;Total
2807915 Madrid distrito 15;Percentil 25 de consumo eléctrico en kwh;1.485
2807915 Madrid distrito 15;Percentil 50 de consumo eléctrico en kwh;2.270
2807915 Madrid distrito 15;Percentil 75 de consumo eléctrico en kwh;3.504
2807915 Madrid distrito 15;Percentil 90 de consumo eléctrico en kwh;5.617
2807916 Madrid distrito 16;Percentil 10 de consumo eléctrico en kwh;1.057
2807916 Madrid distrito 16;Percentil 25 de consumo eléctrico en kwh;1.620
2807916 Madrid distrito 16;Percentil 50 de consumo eléctrico en kwh;2.415
2807916 Madrid distrito 16;Percentil 75 de consumo eléctrico en kwh;3.595
2807916 Madrid distrito 16;Percentil 90 de consumo eléctrico en kwh;5.545
2807917 Madrid distrito 17;Percentil 10 de consumo eléctrico en kwh;937
2807917 Madrid distrito 17;Percentil 25 de consumo eléctrico en kwh;1.464
2807917 Madrid distrito 17;Percentil 50 de consumo eléctrico en kwh;2.215
2807917 Madrid distrito 17;Percentil 75 de consumo eléctrico en kwh;3.273
2807917 Madrid distrito 17;Percentil 90 de consumo eléctrico en kwh;4.864
2807918 Madrid distrito 18;Percentil 10 de consumo eléctrico en kwh;960
2807918 Madrid distrito 18;Percentil 25 de consumo eléctrico en kwh;1.470
2807918 Madrid distrito 18;Percentil 50 de consumo eléctrico en kwh;2.175
2807918 Madrid distrito 18;Percentil 75 de consumo eléctrico en kwh;3.132
2807918 Madrid distrito 18;Percentil 90 de consumo eléctrico en kwh;4.575
2807919 Madrid distrito 19;Percentil 10 de consumo eléctrico en kwh;972
2807919 Madrid distrito 19;Percentil 25 de consumo eléctrico en kwh;1.524
2807919 Madrid distrito 19;Percentil 50 de consumo eléctrico en kwh;2.268
2807919 Madrid distrito 19;Percentil 75 de consumo eléctrico en kwh;3.240
2807919 Madrid distrito 19;Percentil 90 de consumo eléctrico en kwh;4.848
2807920 Madrid distrito 20;Percentil 10 de consumo eléctrico en kwh;1.104
2807920 Madrid distrito 20;Percentil 25 de consumo eléctrico en kwh;1.714
2807920 Madrid distrito 20;Percentil 50 de consumo eléctrico en kwh;2.604
2807920 Madrid distrito 20;Percentil 75 de consumo eléctrico en kwh;3.912
2807920 Madrid distrito 20;Percentil 90 de consumo eléctrico en kwh;6.180
2807921 Madrid distrito 21;Percentil 10 de consumo eléctrico en kwh;1.120
2807921 Madrid distrito 21;Percentil 25 de consumo eléctrico en kwh;1.725
2807921 Madrid distrito 21;Percentil 50 de consumo eléctrico en kwh;2.580
2807921 Madrid distrito 21;Percentil 75 de consumo eléctrico en kwh;3.817
2807921 Madrid distrito 21;Percentil 90 de consumo eléctrico en kwh;5.748
2808001 Majadahonda distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.107
2808001 Majadahonda distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.726
2808001 Majadahonda distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.543
2808001 Majadahonda distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.696
2808001 Majadahonda distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.351
2808002 Majadahonda distrito 02 *;Percentil 10 de consumo eléctrico en kwh;1.158
2808002 Majadahonda distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.853
2808002 Majadahonda distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.825
2808002 Majadahonda distrito 02 *;Percentil 75 de consumo eléctrico en kwh;4.136
2808002 Majadahonda distrito 02 *;Percentil 90 de consumo eléctrico en kwh;5.864
2808201 ManzanareselReal distrito 01;Percentil 10 de consumo eléctrico en kwh;746
2808201 ManzanareselReal distrito 01;Percentil 25 de consumo eléctrico en kwh;1.505
2808201 ManzanareselReal distrito 01;Percentil 50 de consumo eléctrico en kwh;2.653
2808201 ManzanareselReal distrito 01;Percentil 75 de consumo eléctrico en kwh;4.403
2808201 ManzanareselReal distrito 01;Percentil 90 de consumo eléctrico en kwh;6.626
2808301 Meco distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.094
2808301 Meco distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.890
2808301 Meco distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.983
2808301 Meco distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.367
2808301 Meco distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.249
2808401 MejoradadelCampo distrito 01;Percentil 10 de consumo eléctrico en kwh;1.224
2808401 MejoradadelCampo distrito 01;Percentil 25 de consumo eléctrico en kwh;1.944
2808401 MejoradadelCampo distrito 01;Percentil 50 de consumo eléctrico en kwh;2.964
2808401 MejoradadelCampo distrito 01;Percentil 75 de consumo eléctrico en kwh;4.634
2808401 MejoradadelCampo distrito 01;Percentil 90 de consumo eléctrico en kwh;7.899
2808501 MirafloresdelaSierra distrito 01;Percentil 10 de consumo eléctrico en kwh;598
2808501 MirafloresdelaSierra distrito 01;Percentil 25 de consumo eléctrico en kwh;1.106
2808501 MirafloresdelaSierra distrito 01;Percentil 50 de consumo eléctrico en kwh;2.029
2808501 MirafloresdelaSierra distrito 01;Percentil 75 de consumo eléctrico en kwh;3.283
2808501 MirafloresdelaSierra distrito 01;Percentil 90 de consumo eléctrico en kwh;4.933
2808601 Molar(El) distrito 01;Percentil 10 de consumo eléctrico en kwh;776
2808601 Molar(El) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.442
2808601 Molar(El) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.484
2808601 Molar(El) distrito 01;Percentil 75 de consumo eléctrico en kwh;4.107
2808601 Molar(El) distrito 01;Percentil 90 de consumo eléctrico en kwh;6.360
2808701 Molinos(Los) distrito 01;Percentil 10 de consumo eléctrico en kwh;675
2808701 Molinos(Los) distrito 01;Percentil 25 de consumo eléctrico en kwh;1.274
2808701 Molinos(Los) distrito 01;Percentil 50 de consumo eléctrico en kwh;2.269
2808701 Molinos(Los) distrito 01;Percentil 75 de consumo eléctrico en kwh;3.532
2808701 Molinos(Los) distrito 01;Percentil 90 de consumo eléctrico en kwh;5.347
2808901 MoralejadeEnmedio distrito 01 *;Percentil 10 de consumo eléctrico en kwh;971
2808901 MoralejadeEnmedio distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.895
2808901 MoralejadeEnmedio distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.985
2808901 MoralejadeEnmedio distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.396
2808901 MoralejadeEnmedio distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.335
2809001 Moralzarzal distrito 01 *;Percentil 10 de consumo eléctrico en kwh;710
2809001 Moralzarzal distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.388
2809001 Moralzarzal distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.394
2809001 Moralzarzal distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.630
2809001 Moralzarzal distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.282
2809101 MoratadeTajuña distrito 01;Percentil 10 de consumo eléctrico en kwh;902
2809101 MoratadeTajuña distrito 01;Percentil 25 de consumo eléctrico en kwh;1.856
2809101 MoratadeTajuña distrito 01;Percentil 50 de consumo eléctrico en kwh;3.290
2809101 MoratadeTajuña distrito 01;Percentil 75 de consumo eléctrico en kwh;5.860
2809101 MoratadeTajuña distrito 01;Percentil 90 de consumo eléctrico en kwh;9.672
2809102 MoratadeTajuña distrito 02;Percentil 10 de consumo eléctrico en kwh;933
2809102 MoratadeTajuña distrito 02;Percentil 25 de consumo eléctrico en kwh;2.065
2809102 MoratadeTajuña distrito 02;Percentil 50 de consumo eléctrico en kwh;3.625
2809102 MoratadeTajuña distrito 02;Percentil 75 de consumo eléctrico en kwh;6.161
2809102 MoratadeTajuña distrito 02;Percentil 90 de consumo eléctrico en kwh;9.961
2809201 Móstoles distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.031
2809201 Móstoles distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.568
2809201 Móstoles distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.318
2809201 Móstoles distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.325
2809201 Móstoles distrito 01 *;Percentil 90 de consumo eléctrico en kwh;4.872
2809202 Móstoles distrito 02 *;Percentil 10 de consumo eléctrico en kwh;933
2809202 Móstoles distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.428
2809202 Móstoles distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.072
2809202 Móstoles distrito 02 *;Percentil 75 de consumo eléctrico en kwh;2.877
2809202 Móstoles distrito 02 *;Percentil 90 de consumo eléctrico en kwh;3.959
2809203 Móstoles distrito 03 *;Percentil 10 de consumo eléctrico en kwh;955
2809203 Móstoles distrito 03 *;Percentil 25 de consumo eléctrico en kwh;1.438
2809203 Móstoles distrito 03 *;Percentil 50 de consumo eléctrico en kwh;2.071
2809203 Móstoles distrito 03 *;Percentil 75 de consumo eléctrico en kwh;2.890
2809203 Móstoles distrito 03 *;Percentil 90 de consumo eléctrico en kwh;4.017
2809204 Móstoles distrito 04 *;Percentil 10 de consumo eléctrico en kwh;937
2809204 Móstoles distrito 04 *;Percentil 25 de consumo eléctrico en kwh;1.433
2809204 Móstoles distrito 04 *;Percentil 50 de consumo eléctrico en kwh;2.068
2809204 Móstoles distrito 04 *;Percentil 75 de consumo eléctrico en kwh;2.853
2809204 Móstoles distrito 04 *;Percentil 90 de consumo eléctrico en kwh;3.965
2809301 Navacerrada distrito 01;Percentil 10 de consumo eléctrico en kwh;510
2809301 Navacerrada distrito 01;Percentil 25 de consumo eléctrico en kwh;942
2809301 Navacerrada distrito 01;Percentil 50 de consumo eléctrico en kwh;1.803
2809301 Navacerrada distrito 01;Percentil 75 de consumo eléctrico en kwh;3.140
2809301 Navacerrada distrito 01;Percentil 90 de consumo eléctrico en kwh;5.082
2809401 Navalafuente distrito 01;Percentil 10 de consumo eléctrico en kwh;627
2809401 Navalafuente distrito 01;Percentil 25 de consumo eléctrico en kwh;1.136
2809401 Navalafuente distrito 01;Percentil 50 de consumo eléctrico en kwh;2.050
2809401 Navalafuente distrito 01;Percentil 75 de consumo eléctrico en kwh;3.386
2809401 Navalafuente distrito 01;Percentil 90 de consumo eléctrico en kwh;5.424
2809501 Navalagamella distrito 01;Percentil 10 de consumo eléctrico en kwh;669
2809501 Navalagamella distrito 01;Percentil 25 de consumo eléctrico en kwh;1.348
2809501 Navalagamella distrito 01;Percentil 50 de consumo eléctrico en kwh;2.483
2809501 Navalagamella distrito 01;Percentil 75 de consumo eléctrico en kwh;3.938
2809501 Navalagamella distrito 01;Percentil 90 de consumo eléctrico en kwh;5.590
2809601 Navalcarnero distrito 01;Percentil 10 de consumo eléctrico en kwh;925
2809601 Navalcarnero distrito 01;Percentil 25 de consumo eléctrico en kwh;1.573
2809601 Navalcarnero distrito 01;Percentil 50 de consumo eléctrico en kwh;2.497
2809601 Navalcarnero distrito 01;Percentil 75 de consumo eléctrico en kwh;3.732
2809601 Navalcarnero distrito 01;Percentil 90 de consumo eléctrico en kwh;5.307
2809901 NavasdelRey distrito 01 *;Percentil 10 de consumo eléctrico en kwh;685
2809901 NavasdelRey distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.393
2809901 NavasdelRey distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.538
2809901 NavasdelRey distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.036
2809901 NavasdelRey distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.129
2810001 NuevoBaztán distrito 01;Percentil 10 de consumo eléctrico en kwh;792
2810001 NuevoBaztán distrito 01;Percentil 25 de consumo eléctrico en kwh;1.944
2810001 NuevoBaztán distrito 01;Percentil 50 de consumo eléctrico en kwh;3.663
2810001 NuevoBaztán distrito 01;Percentil 75 de consumo eléctrico en kwh;5.790
2810001 NuevoBaztán distrito 01;Percentil 90 de consumo eléctrico en kwh;8.580
2810201 OruscodeTajuña distrito 01;Percentil 10 de consumo eléctrico en kwh;516
2810201 OruscodeTajuña distrito 01;Percentil 25 de consumo eléctrico en kwh;1.152
2810201 OruscodeTajuña distrito 01;Percentil 50 de consumo eléctrico en kwh;2.634
2810201 OruscodeTajuña distrito 01;Percentil 75 de consumo eléctrico en kwh;4.651
2810201 OruscodeTajuña distrito 01;Percentil 90 de consumo eléctrico en kwh;7.866
2810401 ParacuellosdeJarama distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.082
2810401 ParacuellosdeJarama distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.818
2810401 ParacuellosdeJarama distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.837
2810401 ParacuellosdeJarama distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.285
2810401 ParacuellosdeJarama distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.196
2810601 Parla distrito 01 *;Percentil 10 de consumo eléctrico en kwh;999
2810601 Parla distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.581
2810601 Parla distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.357
2810601 Parla distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.364
2810601 Parla distrito 01 *;Percentil 90 de consumo eléctrico en kwh;4.833
2810801 Pedrezuela distrito 01 *;Percentil 10 de consumo eléctrico en kwh;859
2810801 Pedrezuela distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.744
2810801 Pedrezuela distrito 01 *;Percentil 50 de consumo eléctrico en kwh;3.071
2810801 Pedrezuela distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.846
2810801 Pedrezuela distrito 01 *;Percentil 90 de consumo eléctrico en kwh;7.209
2810901 PelayosdelaPresa distrito 01;Percentil 10 de consumo eléctrico en kwh;469
2810901 PelayosdelaPresa distrito 01;Percentil 25 de consumo eléctrico en kwh;865
2810901 PelayosdelaPresa distrito 01;Percentil 50 de consumo eléctrico en kwh;1.856
2810901 PelayosdelaPresa distrito 01;Percentil 75 de consumo eléctrico en kwh;3.455
2810901 PelayosdelaPresa distrito 01;Percentil 90 de consumo eléctrico en kwh;5.475
2811001 PeralesdeTajuña distrito 01;Percentil 10 de consumo eléctrico en kwh;863
2811001 PeralesdeTajuña distrito 01;Percentil 25 de consumo eléctrico en kwh;1.845
2811001 PeralesdeTajuña distrito 01;Percentil 50 de consumo eléctrico en kwh;3.145
2811001 PeralesdeTajuña distrito 01;Percentil 75 de consumo eléctrico en kwh;4.944
2811001 PeralesdeTajuña distrito 01;Percentil 90 de consumo eléctrico en kwh;7.441
2811301 Pinto distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.078
2811301 Pinto distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.663
2811301 Pinto distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.514
2811301 Pinto distrito 01 *;Percentil 75 de consumo eléctrico en kwh;3.967
2811301 Pinto distrito 01 *;Percentil 90 de consumo eléctrico en kwh;6.349
2811302 Pinto distrito 02 *;Percentil 10 de consumo eléctrico en kwh;1.125
2811302 Pinto distrito 02 *;Percentil 25 de consumo eléctrico en kwh;1.807
2811302 Pinto distrito 02 *;Percentil 50 de consumo eléctrico en kwh;2.766
2811302 Pinto distrito 02 *;Percentil 75 de consumo eléctrico en kwh;4.497
2811302 Pinto distrito 02 *;Percentil 90 de consumo eléctrico en kwh;7.194
2811501 PozuelodeAlarcón distrito 01;Percentil 10 de consumo eléctrico en kwh;1.155
2811501 PozuelodeAlarcón distrito 01;Percentil 25 de consumo eléctrico en kwh;1.936
2811501 PozuelodeAlarcón distrito 01;Percentil 50 de consumo eléctrico en kwh;3.001
2811501 PozuelodeAlarcón distrito 01;Percentil 75 de consumo eléctrico en kwh;4.703
2811501 PozuelodeAlarcón distrito 01;Percentil 90 de consumo eléctrico en kwh;8.028
2811502 PozuelodeAlarcón distrito 02;Percentil 10 de consumo eléctrico en kwh;1.232
2811502 PozuelodeAlarcón distrito 02;Percentil 25 de consumo eléctrico en kwh;1.940
2811502 PozuelodeAlarcón distrito 02;Percentil 50 de consumo eléctrico en kwh;2.983
2811502 PozuelodeAlarcón distrito 02;Percentil 75 de consumo eléctrico en kwh;4.549
2811502 PozuelodeAlarcón distrito 02;Percentil 90 de consumo eléctrico en kwh;6.862
2811601 PozuelodelRey distrito 01;Percentil 10 de consumo eléctrico en kwh;900
2811601 PozuelodelRey distrito 01;Percentil 25 de consumo eléctrico en kwh;1.848
2811601 PozuelodelRey distrito 01;Percentil 50 de consumo eléctrico en kwh;3.476
2811601 PozuelodelRey distrito 01;Percentil 75 de consumo eléctrico en kwh;5.307
2811601 PozuelodelRey distrito 01;Percentil 90 de consumo eléctrico en kwh;8.712
2811901 Quijorna distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.026
2811901 Quijorna distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.756
2811901 Quijorna distrito 01 *;Percentil 50 de consumo eléctrico en kwh;2.883
2811901 Quijorna distrito 01 *;Percentil 75 de consumo eléctrico en kwh;4.268
2811901 Quijorna distrito 01 *;Percentil 90 de consumo eléctrico en kwh;5.869
2812001 Rascafría distrito 01 *;Percentil 10 de consumo eléctrico en kwh;465
2812001 Rascafría distrito 01 *;Percentil 25 de consumo eléctrico en kwh;787
2812001 Rascafría distrito 01 *;Percentil 50 de consumo eléctrico en kwh;1.561
2812001 Rascafría distrito 01 *;Percentil 75 de consumo eléctrico en kwh;2.680
2812001 Rascafría distrito 01 *;Percentil 90 de consumo eléctrico en kwh;4.231
2812301 Rivas-Vaciamadrid distrito 01;Percentil 10 de consumo eléctrico en kwh;1.212
2812301 Rivas-Vaciamadrid distrito 01;Percentil 25 de consumo eléctrico en kwh;1.855
2812301 Rivas-Vaciamadrid distrito 01;Percentil 50 de consumo eléctrico en kwh;2.712
2812301 Rivas-Vaciamadrid distrito 01;Percentil 75 de consumo eléctrico en kwh;3.917
2812301 Rivas-Vaciamadrid distrito 01;Percentil 90 de consumo eléctrico en kwh;5.504
2812501 RobledodeChavela distrito 01;Percentil 10 de consumo eléctrico en kwh;535
2812501 RobledodeChavela distrito 01;Percentil 25 de consumo eléctrico en kwh;1.046
2812501 RobledodeChavela distrito 01;Percentil 50 de consumo eléctrico en kwh;2.099
2812501 RobledodeChavela distrito 01;Percentil 75 de consumo eléctrico en kwh;3.556
2812501 RobledodeChavela distrito 01;Percentil 90 de consumo eléctrico en kwh;5.409
2812701 RozasdeMadrid(Las) distrito 01 *;Percentil 10 de consumo eléctrico en kwh;1.128
2812701 RozasdeMadrid(Las) distrito 01 *;Percentil 25 de consumo eléctrico en kwh;1.833
