Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Municipios;Consumo eléctrico;Total
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28149 Torrejón de la Calzada;Viviendas totales;3.352
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28150 Torrejón de Velasco;Viviendas totales;1.923
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28151 Torrelaguna;Viviendas totales;2.778
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28152 Torrelodones;Viviendas totales;8.857
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28153 Torremocha de Jarama;Viviendas totales;639
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28154 Torres de la Alameda;Viviendas totales;2.948
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28156 Valdeavero;Viviendas totales;948
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28157 Valdelaguna;Viviendas totales;781
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28158 Valdemanco;Viviendas totales;816
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28160 Valdemorillo;Viviendas totales;7.154
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28161 Valdemoro;Viviendas totales;28.896
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28162 Valdeolmos-Alalpardo;Viviendas totales;1.811
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28164 Valdetorres de Jarama;Viviendas totales;2.289
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28165 Valdilecha;Viviendas totales;1.592
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28167 Velilla de San Antonio;Viviendas totales;4.569
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28168 Vellón, El;Viviendas totales;1.463
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28169 Venturada;Viviendas totales;1.397
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28170 Villaconejos;Viviendas totales;1.686
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28171 Villa del Prado;Viviendas totales;4.379
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28172 Villalbilla;Viviendas totales;6.364
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28174 Villamanta;Viviendas totales;1.305
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28175 Villamantilla;Viviendas totales;766
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28176 Villanueva de la Cañada;Viviendas totales;8.559
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28177 Villanueva del Pardillo;Viviendas totales;5.886
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28178 Villanueva de Perales;Viviendas totales;783
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28179 Villar del Olmo;Viviendas totales;1.230
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28180 Villarejo de Salvanés;Viviendas totales;3.794
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28181 Villaviciosa de Odón;Viviendas totales;11.252
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28183 Zarzalejo;Viviendas totales;1.221
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28901 Lozoyuela-Navas-Sieteiglesias;Viviendas totales;1.339
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28903 Tres Cantos;Viviendas totales;18.542
Total Nacional;13 Madrid, Comunidad de;28 Madrid;28999 Resto de Madrid;Viviendas totales;18.006
Total Nacional;14 Murcia, Región de;30 Murcia;;Viviendas totales;844.100
Total Nacional;14 Murcia, Región de;30 Murcia;30001 Abanilla;Viviendas totales;5.007
Total Nacional;14 Murcia, Región de;30 Murcia;30002 Abarán;Viviendas totales;7.089
Total Nacional;14 Murcia, Región de;30 Murcia;30003 Águilas;Viviendas totales;26.137
Total Nacional;14 Murcia, Región de;30 Murcia;30004 Albudeite;Viviendas totales;800
Total Nacional;14 Murcia, Región de;30 Murcia;30005 Alcantarilla;Viviendas totales;18.107
Total Nacional;14 Murcia, Región de;30 Murcia;30006 Aledo;Viviendas totales;965
Total Nacional;14 Murcia, Región de;30 Murcia;30007 Alguazas;Viviendas totales;4.492
Total Nacional;14 Murcia, Región de;30 Murcia;30008 Alhama de Murcia;Viviendas totales;14.939
Total Nacional;14 Murcia, Región de;30 Murcia;30009 Archena;Viviendas totales;9.144
Total Nacional;14 Murcia, Región de;30 Murcia;30010 Beniel;Viviendas totales;4.426
Total Nacional;14 Murcia, Región de;30 Murcia;30011 Blanca;Viviendas totales;3.866
Total Nacional;14 Murcia, Región de;30 Murcia;30012 Bullas;Viviendas totales;7.011
Total Nacional;14 Murcia, Región de;30 Murcia;30013 Calasparra;Viviendas totales;6.095
Total Nacional;14 Murcia, Región de;30 Murcia;30014 Campos del Río;Viviendas totales;1.250
Total Nacional;14 Murcia, Región de;30 Murcia;30015 Caravaca de la Cruz;Viviendas totales;14.630
Total Nacional;14 Murcia, Región de;30 Murcia;30016 Cartagena;Viviendas totales;125.253
Total Nacional;14 Murcia, Región de;30 Murcia;30017 Cehegín;Viviendas totales;9.156
Total Nacional;14 Murcia, Región de;30 Murcia;30018 Ceutí;Viviendas totales;5.491
Total Nacional;14 Murcia, Región de;30 Murcia;30019 Cieza;Viviendas totales;16.704
Total Nacional;14 Murcia, Región de;30 Murcia;30020 Fortuna;Viviendas totales;6.230
Total Nacional;14 Murcia, Región de;30 Murcia;30021 Fuente Álamo de Murcia;Viviendas totales;10.054
Total Nacional;14 Murcia, Región de;30 Murcia;30022 Jumilla;Viviendas totales;13.679
Total Nacional;14 Murcia, Región de;30 Murcia;30023 Librilla;Viviendas totales;3.712
Total Nacional;14 Murcia, Región de;30 Murcia;30024 Lorca;Viviendas totales;42.431
Total Nacional;14 Murcia, Región de;30 Murcia;30025 Lorquí;Viviendas totales;3.642
Total Nacional;14 Murcia, Región de;30 Murcia;30026 Mazarrón;Viviendas totales;31.537
Total Nacional;14 Murcia, Región de;30 Murcia;30027 Molina de Segura;Viviendas totales;32.908
Total Nacional;14 Murcia, Región de;30 Murcia;30028 Moratalla;Viviendas totales;6.992
Total Nacional;14 Murcia, Región de;30 Murcia;30029 Mula;Viviendas totales;9.891
Total Nacional;14 Murcia, Región de;30 Murcia;30030 Murcia;Viviendas totales;219.740
Total Nacional;14 Murcia, Región de;30 Murcia;30032 Pliego;Viviendas totales;2.628
Total Nacional;14 Murcia, Región de;30 Murcia;30033 Puerto Lumbreras;Viviendas totales;7.966
Total Nacional;14 Murcia, Región de;30 Murcia;30034 Ricote;Viviendas totales;1.620
Total Nacional;14 Murcia, Región de;30 Murcia;30035 San Javier;Viviendas totales;41.372
Total Nacional;14 Murcia, Región de;30 Murcia;30036 San Pedro del Pinatar;Viviendas totales;21.460
Total Nacional;14 Murcia, Región de;30 Murcia;30037 Torre-Pacheco;Viviendas totales;21.899
Total Nacional;14 Murcia, Región de;30 Murcia;30038 Torres de Cotillas, Las;Viviendas totales;9.889
Total Nacional;14 Murcia, Región de;30 Murcia;30039 Totana;Viviendas totales;15.390
Total Nacional;14 Murcia, Región de;30 Murcia;30041 Unión, La;Viviendas totales;9.108
Total Nacional;14 Murcia, Región de;30 Murcia;30042 Villanueva del Río Segura;Viviendas totales;2.340
Total Nacional;14 Murcia, Región de;30 Murcia;30043 Yecla;Viviendas totales;19.242
Total Nacional;14 Murcia, Región de;30 Murcia;30901 Santomera;Viviendas totales;6.862
Total Nacional;14 Murcia, Región de;30 Murcia;30902 Alcázares, Los;Viviendas totales;21.714
Total Nacional;14 Murcia, Región de;30 Murcia;30999 Resto de Murcia;Viviendas totales;1.232
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;;Viviendas totales;331.104
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31006 Ablitas;Viviendas totales;1.546
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31010 Altsasu/Alsasua;Viviendas totales;3.833
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31015 Andosilla;Viviendas totales;1.564
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31016 Ansoáin/Antsoain;Viviendas totales;4.509
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31019 Aoiz/Agoitz;Viviendas totales;1.543
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31023 Aranguren;Viviendas totales;4.309
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31027 Arbizu;Viviendas totales;628
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31029 Arcos, Los;Viviendas totales;964
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31032 Arguedas;Viviendas totales;1.221
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31036 Arróniz;Viviendas totales;782
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31038 Artajona;Viviendas totales;1.091
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31041 Ayegui/Aiegi;Viviendas totales;1.752
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31042 Azagra;Viviendas totales;1.740
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31050 Baztan;Viviendas totales;4.730
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31057 Buñuel;Viviendas totales;1.280
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31060 Burlada/Burlata;Viviendas totales;8.363
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31062 Cabanillas;Viviendas totales;721
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31064 Cadreita;Viviendas totales;930
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31065 Caparroso;Viviendas totales;1.365
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31066 Cárcar;Viviendas totales;656
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31067 Carcastillo;Viviendas totales;1.453
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31068 Cascante;Viviendas totales;2.265
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31070 Castejón;Viviendas totales;2.100
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31072 Cintruénigo;Viviendas totales;3.742
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31076 Cizur;Viviendas totales;1.267
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31077 Corella;Viviendas totales;4.049
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31078 Cortes;Viviendas totales;1.688
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31084 Etxarri Aranatz;Viviendas totales;1.324
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31086 Valle de Egüés/Eguesibar;Viviendas totales;8.319
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31088 Noáin (Valle de Elorz)/Noain (Elortzibar);Viviendas totales;3.377
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31097 Estella-Lizarra;Viviendas totales;7.687
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31098 Esteribar;Viviendas totales;1.388
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31101 Ezcabarte;Viviendas totales;838
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31104 Falces;Viviendas totales;1.504
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31105 Fitero;Viviendas totales;1.248
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31107 Funes;Viviendas totales;1.137
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31108 Fustiñana;Viviendas totales;1.185
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31109 Galar;Viviendas totales;1.013
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31122 Huarte/Uharte;Viviendas totales;3.097
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31131 Iza/Itza;Viviendas totales;716
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31138 Lakuntza;Viviendas totales;678
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31142 Larraga;Viviendas totales;1.280
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31149 Leitza;Viviendas totales;1.454
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31152 Lerín;Viviendas totales;1.288
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31153 Lesaka;Viviendas totales;1.376
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31157 Lodosa;Viviendas totales;2.714
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31159 Lumbier;Viviendas totales;885
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31163 Marcilla;Viviendas totales;1.473
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31165 Mendavia;Viviendas totales;2.259
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31167 Mendigorria;Viviendas totales;826
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31169 Milagro;Viviendas totales;1.684
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31173 Monteagudo;Viviendas totales;662
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31176 Murchante;Viviendas totales;2.076
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31189 Olazti/Olazagutía;Viviendas totales;894
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31191 Olite/Erriberri;Viviendas totales;2.575
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31193 Cendea de Olza/Oltza Zendea;Viviendas totales;972
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31201 Pamplona/Iruña;Viviendas totales;94.761
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31202 Peralta/Azkoien;Viviendas totales;2.810
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31206 Puente la Reina/Gares;Viviendas totales;1.722
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31208 Ribaforada;Viviendas totales;1.935
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31215 San Adrián;Viviendas totales;2.930
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31216 Sangüesa/Zangoza;Viviendas totales;2.658
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31221 Doneztebe/Santesteban;Viviendas totales;1.004
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31223 Sartaguda;Viviendas totales;756
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31224 Sesma;Viviendas totales;812
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31227 Tafalla;Viviendas totales;5.523
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31232 Tudela;Viviendas totales;17.007
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31236 Ultzama;Viviendas totales;832
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31249 Valtierra;Viviendas totales;1.225
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31250 Bera;Viviendas totales;1.908
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31251 Viana;Viviendas totales;2.438
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31254 Villafranca;Viviendas totales;1.556
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31257 Villatuerta;Viviendas totales;611
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31258 Villava/Atarrabia;Viviendas totales;4.156
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31260 Valle de Yerri/Deierri;Viviendas totales;1.148
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31901 Barañáin/Barañain;Viviendas totales;7.988
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31902 Berrioplano/Berriobeiti;Viviendas totales;2.906
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31903 Berriozar;Viviendas totales;4.190
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31904 Irurtzun;Viviendas totales;1.076
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31905 Beriáin;Viviendas totales;1.703
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31906 Orkoien;Viviendas totales;1.594
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31907 Zizur Mayor/Zizur Nagusia;Viviendas totales;5.953
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31908 Lekunberri;Viviendas totales;881
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;31999 Resto de Navarra;Viviendas totales;43.001
Total Nacional;16 País Vasco;01 Araba/Álava;;Viviendas totales;168.086
Total Nacional;16 País Vasco;01 Araba/Álava;01001 Alegría-Dulantzi;Viviendas totales;1.290
Total Nacional;16 País Vasco;01 Araba/Álava;01002 Amurrio;Viviendas totales;4.953
Total Nacional;16 País Vasco;01 Araba/Álava;01003 Aramaio;Viviendas totales;728
Total Nacional;16 País Vasco;01 Araba/Álava;01004 Artziniega;Viviendas totales;1.134
Total Nacional;16 País Vasco;01 Araba/Álava;01008 Arratzua-Ubarrundia;Viviendas totales;542
Total Nacional;16 País Vasco;01 Araba/Álava;01009 Asparrena;Viviendas totales;1.126
Total Nacional;16 País Vasco;01 Araba/Álava;01010 Ayala/Aiara;Viviendas totales;1.547
Total Nacional;16 País Vasco;01 Araba/Álava;01017 Campezo/Kanpezu;Viviendas totales;964
Total Nacional;16 País Vasco;01 Araba/Álava;01018 Zigoitia;Viviendas totales;976
Total Nacional;16 País Vasco;01 Araba/Álava;01028 Labastida/Bastida;Viviendas totales;1.943
Total Nacional;16 País Vasco;01 Araba/Álava;01031 Laguardia;Viviendas totales;1.375
Total Nacional;16 País Vasco;01 Araba/Álava;01036 Laudio/Llodio;Viviendas totales;9.002
Total Nacional;16 País Vasco;01 Araba/Álava;01042 Okondo;Viviendas totales;597
Total Nacional;16 País Vasco;01 Araba/Álava;01043 Oyón-Oion;Viviendas totales;1.890
Total Nacional;16 País Vasco;01 Araba/Álava;01047 Erriberabeitia;Viviendas totales;718
Total Nacional;16 País Vasco;01 Araba/Álava;01051 Agurain/Salvatierra;Viviendas totales;2.557
Total Nacional;16 País Vasco;01 Araba/Álava;01054 Urkabustaiz;Viviendas totales;903
Total Nacional;16 País Vasco;01 Araba/Álava;01055 Valdegovía/Gaubea;Viviendas totales;1.242
Total Nacional;16 País Vasco;01 Araba/Álava;01058 Legutio;Viviendas totales;1.033
Total Nacional;16 País Vasco;01 Araba/Álava;01059 Vitoria-Gasteiz;Viviendas totales;119.853
Total Nacional;16 País Vasco;01 Araba/Álava;01063 Zuia;Viviendas totales;1.316
Total Nacional;16 País Vasco;01 Araba/Álava;01901 Iruña Oka/Iruña de Oca;Viviendas totales;1.609
Total Nacional;16 País Vasco;01 Araba/Álava;01999 Resto de Araba/Álava;Viviendas totales;10.788
Total Nacional;16 País Vasco;20 Gipuzkoa;;Viviendas totales;350.286
Total Nacional;16 País Vasco;20 Gipuzkoa;20005 Alegia;Viviendas totales;833
Total Nacional;16 País Vasco;20 Gipuzkoa;20009 Andoain;Viviendas totales;6.769
Total Nacional;16 País Vasco;20 Gipuzkoa;20010 Anoeta;Viviendas totales;902
Total Nacional;16 País Vasco;20 Gipuzkoa;20011 Antzuola;Viviendas totales;1.047
Total Nacional;16 País Vasco;20 Gipuzkoa;20013 Aretxabaleta;Viviendas totales;3.290
Total Nacional;16 País Vasco;20 Gipuzkoa;20014 Asteasu;Viviendas totales;692
Total Nacional;16 País Vasco;20 Gipuzkoa;20015 Ataun;Viviendas totales;886
Total Nacional;16 País Vasco;20 Gipuzkoa;20016 Aia;Viviendas totales;1.015
Total Nacional;16 País Vasco;20 Gipuzkoa;20017 Azkoitia;Viviendas totales;5.239
Total Nacional;16 País Vasco;20 Gipuzkoa;20018 Azpeitia;Viviendas totales;6.739
Total Nacional;16 País Vasco;20 Gipuzkoa;20019 Beasain;Viviendas totales;6.607
Total Nacional;16 País Vasco;20 Gipuzkoa;20022 Berastegi;Viviendas totales;573
Total Nacional;16 País Vasco;20 Gipuzkoa;20025 Zegama;Viviendas totales;870
Total Nacional;16 País Vasco;20 Gipuzkoa;20027 Zestoa;Viviendas totales;1.882
Total Nacional;16 País Vasco;20 Gipuzkoa;20028 Zizurkil;Viviendas totales;1.307
Total Nacional;16 País Vasco;20 Gipuzkoa;20029 Deba;Viviendas totales;3.121
Total Nacional;16 País Vasco;20 Gipuzkoa;20030 Eibar;Viviendas totales;13.535
Total Nacional;16 País Vasco;20 Gipuzkoa;20032 Elgoibar;Viviendas totales;5.642
Total Nacional;16 País Vasco;20 Gipuzkoa;20033 Elgeta;Viviendas totales;631
Total Nacional;16 País Vasco;20 Gipuzkoa;20034 Eskoriatza;Viviendas totales;2.076
Total Nacional;16 País Vasco;20 Gipuzkoa;20036 Hondarribia;Viviendas totales;8.777
Total Nacional;16 País Vasco;20 Gipuzkoa;20039 Getaria;Viviendas totales;1.476
Total Nacional;16 País Vasco;20 Gipuzkoa;20040 Hernani;Viviendas totales;9.342
