CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas
0704004030,07040,030,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,1,257.0,8,29310,2,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704004031,07040,031,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,214.64499999999998,10,75422,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704004032,07040,032,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004033,07040,033,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,76.2,4,23640,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004034,07040,034,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,333.0,5,17982,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704004035,07040,035,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,108.075,4,5618,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004036,07040,036,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004037,07040,037,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,87.565,3,822,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704004038,07040,038,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004039,07040,039,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004040,07040,040,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004041,07040,041,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004042,07040,042,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004043,07040,043,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004044,07040,044,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004045,07040,045,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004046,07040,046,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004047,07040,047,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004049,07040,049,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004050,07040,050,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,454.71,6,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704004051,07040,051,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,113.78,4,27600,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004052,07040,052,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004053,07040,053,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004054,07040,054,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004055,07040,055,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,356.14,6,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704004056,07040,056,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,2,180.5,9,136213,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9
0704004057,07040,057,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,208.23,6,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704004058,07040,058,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,94.03,4,16925,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004059,07040,059,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,122.9,6,31340,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704004060,07040,060,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,99.25999999999999,5,30952,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704004061,07040,061,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,100.61500000000001,4,51314,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704004062,07040,062,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,155.0,2,35340,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704004063,07040,063,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004064,07040,064,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,98.68,2,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704004065,07040,065,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004066,07040,066,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004067,07040,067,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004068,07040,068,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004069,07040,069,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004070,07040,070,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004071,07040,071,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004072,07040,072,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,509.67,22,169731,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,22
0704004073,07040,073,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,131.64,6,38997,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704004074,07040,074,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,21,21,113.0,127,303446,10,21,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,127
0704004075,07040,075,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,488.0,64,407409,7,8,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,64
0704004076,07040,076,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004078,07040,078,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,3,207.8,17,74122,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17
0704004079,07040,079,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,16,16,781.71,152,754598,14,16,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,152
0704004080,07040,080,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,981.67,12,100130,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12
0704004081,07040,081,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,15,763.5,145,520421,14,15,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,145
0704004082,07040,082,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004083,07040,083,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,24,21,396.7,178,727928,15,24,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,178
0704004084,07040,084,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,537.71,12,0,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12
0704004085,07040,085,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004086,07040,086,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704004087,07040,087,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,799.0,8,19176,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704004088,07040,088,04,040,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704005001,07040,001,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,348.665,11,80792,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11
0704005002,07040,002,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,5,308.33500000000004,32,237853,4,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32
0704005003,07040,003,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,590.0,62,575471,9,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,62
0704005004,07040,004,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,75.91,3,0,1,0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3
0704005005,07040,005,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,251.0,9,90648,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9
0704005006,07040,006,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704005007,07040,007,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,226.67499999999998,14,7765,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14
0704005008,07040,008,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,724.0,8,60816,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704005009,07040,009,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,32,31,643.665,239,1441523,23,32,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,239
0704005010,07040,010,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,17,942.67,123,368077,15,17,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,123
0704005011,07040,011,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,714.67,42,128086,3,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,42
0704005012,07040,012,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,250.0,34,153899,5,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,34
0704005013,07040,013,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,2,592.125,41,206657,4,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41
0704005014,07040,014,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,8,131.36,86,151297,9,16,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,86
0704005015,07040,015,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,431.5,29,313985,7,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,29
0704005016,07040,016,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,123.89,4,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704005017,07040,017,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,127.0,2,9144,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704005018,07040,018,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,311.5,13,65415,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13
0704005019,07040,019,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,477.0,48,223232,7,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,48
0704005020,07040,020,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,170.65,45,149921,8,8,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,45
0704005021,07040,021,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,215.68,41,169721,7,8,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41
0704005022,07040,022,05,040,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,91.33,2,20275,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704101001,07041,001,01,041,07,04,0704101,07041,"Balears, Illes",Illes Balears,ES,5,3,2,Petra,89,83,440.0,704,848213,40,88,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,704
0704102001,07041,001,02,041,07,04,0704102,07041,"Balears, Illes",Illes Balears,ES,5,3,2,Petra,81,79,360.47,550,822457,58,81,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,550
0704201001,07042,001,01,042,07,04,0704201,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,159,157,465.0,1026,1691426,81,159,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1026
0704201002,07042,002,01,042,07,04,0704201,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,58,56,337.6,310,813451,41,57,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,310
0704202001,07042,001,02,042,07,04,0704202,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,507,500,438.07,3169,5315033,146,506,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3169
0704203001,07042,001,03,042,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,414,414,464.33500000000004,2589,3632045,131,413,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2589
0704203002,07042,002,03,042,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,175,172,458.1,1099,1595156,81,174,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1099
0704203003,07042,003,03,042,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,479,475,399.46500000000003,2735,5016460,178,477,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2735
0704203004,07042,004,03,042,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,171,171,319.6,889,2538597,108,171,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,889
0704204001,07042,001,04,042,07,04,0704204,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,290,281,463.71500000000003,1840,2645191,105,290,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1840
0704301001,07043,001,01,043,07,04,0704301,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,9,9,213.5,47,204182,6,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,47
0704301002,07043,002,01,043,07,04,0704301,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,27,25,514.17,146,175542,18,27,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,146
0704302001,07043,001,02,043,07,04,0704302,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,3,3,221.44,16,26922,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16
0704302002,07043,002,02,043,07,04,0704302,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,37,34,390.0,182,328025,22,37,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,182
0704403001,07044,001,03,044,07,04,0704403,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",23,23,304.515,145,302384,15,23,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,145
0704403002,07044,002,03,044,07,04,0704403,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",23,23,374.4,153,197746,17,23,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,153
0704404001,07044,001,04,044,07,04,0704404,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",117,117,397.07,732,1092202,72,117,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,732
0704404002,07044,002,04,044,07,04,0704404,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",20,20,365.355,106,181303,15,20,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,106
0704501001,07045,001,01,045,07,04,0704501,07045,"Balears, Illes",Illes Balears,ES,5,3,2,Puigpunyent,39,33,507.80999999999995,197,550543,27,39,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,197
0704601001,07046,001,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601003,07046,003,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601004,07046,004,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601005,07046,005,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601006,07046,006,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601007,07046,007,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601008,07046,008,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704601010,07046,010,01,046,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704602001,07046,001,02,046,07,04,0704602,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704602002,07046,002,02,046,07,04,0704602,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486
0704701001,07047,001,01,047,07,04,0704701,07047,"Balears, Illes",Illes Balears,ES,5,3,2,Sencelles,56,55,401.5,357,891704,43,56,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,357
0704702001,07047,001,02,047,07,04,0704702,07047,"Balears, Illes",Illes Balears,ES,5,3,2,Sencelles,51,51,470.75,356,863858,45,51,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,356
0704801001,07048,001,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704801002,07048,002,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704801003,07048,003,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
0704801004,07048,004,01,048,07,04,0704801,07048,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Josep de sa Talaia,0,0,,0,0,0,0,Eivissa,HUT Consell d'Eivissa 2026,municipio,945,7296,898,16.2,6.9,3.74,7296
